chr	start	end	Distance.to.TSS	Gene.Name	strand	6OHDA_Tag	Sham_Tag	6OHDA_NDST3_Tag	Fold.Sham	Fold.6OHDA_NDST3
chr15	7158461	7158603	-521	Lifr	+	39.75	28.33	58.10	1.4	-1.46
chr15	7427920	7428020	-94	Egflam	+	9.15	4.92	58.56	1.86	-6.41
chr15	7842994	7843094	-164	Gdnf	+	6.95	6.04	9.43	1.15	1.36
chr15	8138402	8138611	-291	Nup155	+	21.15	19.40	22.70	1.09	-1.07
chr15	8198403	8198606	-86	Cplane1	+	26.35	26.15	40.17	1.01	1.53
chr15	8997138	8997367	-181	Ranbp3l	+	21.90	26.12	33.85	-1.2	1.54
chr15	9141187	9141287	580	Lmbrd2	+	15.65	12.88	16.15	1.22	-1.03
chr15	10177193	10177293	-81	Prlr	+	20.65	22.78	22.20	-1.11	-1.08
chr15	10470513	10470659	16	Dnajc21	+	1.50	1.50	5.00	-1.01	3.33
chr15	10470684	10470784	-132	Dnajc21	+	10.95	4.14	13.14	2.64	-1.2
chr15	10486137	10486267	78	Rad1	+	13.40	18.64	21.84	-1.39	1.63
chr15	10486307	10486407	233	Rad1	+	20.40	19.60	29.36	1.04	1.44
chr15	10714408	10714508	259	Rai14	+	10.45	14.86	11.50	-1.43	-1.1
chr15	10714618	10714718	49	Rai14	+	5.95	13.11	25.29	-2.19	4.24
chr15	10715306	10715406	370	4930556M19Rik	+	14.15	7.90	28.30	1.79	-2
chr15	11399958	11400058	-264	Tars1	+	25.10	18.33	28.84	1.37	-1.15
chr15	11400082	11400182	-388	Tars1	+	34.30	21.63	35.29	1.59	1.03
chr15	11400207	11400364	-541	Tars1	+	21.40	12.56	26.87	1.7	1.25
chr15	11996023	11996123	20	Sub1	+	11.45	13.06	12.45	-1.14	1.09
chr15	11996147	11996247	-104	Sub1	+	12.45	10.04	19.42	1.24	1.56
chr15	11996343	11996443	-300	Sub1	+	28.80	16.97	39.38	1.7	-1.37
chr15	12117109	12117209	-778	Zfr	+	26.85	34.90	28.92	-1.3	-1.08
chr15	12117339	12117439	-548	Zfr	+	20.90	23.61	39.71	-1.13	1.9
chr15	12117616	12117716	-271	Zfr	+	44.95	23.35	68.05	1.92	-1.52
chr15	12320930	12321120	-557	Golph3	+	30.35	21.61	38.71	1.4	1.28
chr15	12321421	12321521	-111	Golph3	+	5.95	1.77	14.45	3.36	-2.43
chr15	12740291	12740430	-382	Pdzd2	+	24.60	15.07	39.49	1.63	-1.61
chr15	12824681	12824887	-41	6030458C11Rik	+	11.95	18.08	12.95	-1.52	1.08
chr15	12825107	12825207	256	Drosha	+	16.90	21.13	17.89	-1.25	1.06
chr15	13173961	13174143	-291	Cdh6	+	44.95	36.64	47.61	1.23	-1.06
chr15	13174162	13174262	-451	Cdh6	+	36.80	38.21	45.65	-1.04	1.24
chr15	13174301	13174567	-673	Cdh6	+	62.15	45.25	73.49	1.37	1.18
chr15	16728522	16728651	-415	Cdh9	+	16.90	16.60	31.31	1.02	1.85
chr15	16729007	16729107	56	Cdh9	+	21.40	21.10	22.40	1.01	1.05
chr15	18818859	18818959	-124	Cdh10	+	11.15	8.58	20.21	1.3	-1.81
chr15	21110888	21110988	-600	Cdh12	+	20.40	22.61	31.84	-1.11	1.56
chr15	21111073	21111209	-397	Cdh12	+	21.90	20.09	31.85	1.09	1.45
chr15	23035697	23035797	-802	Cdh18	+	29.80	23.67	35.22	1.26	-1.18
chr15	23035857	23035957	-642	Cdh18	+	24.35	36.73	37.27	-1.51	1.53
chr15	23035970	23036132	-498	Cdh18	+	31.80	43.78	40.15	-1.37	1.26
chr15	23036136	23036236	-363	Cdh18	+	17.90	26.65	20.88	-1.49	1.17
chr15	25773967	25774067	-82	Myo10	+	18.15	17.85	18.65	1.02	-1.03
chr15	25843185	25843320	-132	Retreg1	+	15.40	18.52	16.43	-1.2	-1.07
chr15	25984309	25984409	-93	Zfp622	+	4.45	10.18	8.90	-2.28	-2
chr15	26895678	26895778	-78	Fbxl7	+	6.70	4.39	11.39	1.53	-1.7
chr15	27466024	27466124	-689	Ank	+	31.80	22.64	31.80	1.41	-1
chr15	27631111	27631211	-382	Otulin	+	18.40	14.58	21.38	1.26	1.16
chr15	27631289	27631389	-560	Otulin	+	7.95	17.11	12.42	-2.15	1.56
chr15	28026444	28026544	-560	Trio	+	16.40	23.96	19.68	-1.46	-1.2
chr15	30172391	30172491	-239	Ctnnd2	+	28.80	12.37	48.89	2.33	-1.7
chr15	31224146	31224246	-335	Dap	+	29.85	21.61	33.83	1.38	1.13
chr15	31224396	31224499	-84	Dap	+	13.90	12.76	18.53	1.09	-1.34
chr15	31453765	31453865	20	Ropn1l	+	4.70	12.95	5.22	-2.73	-1.11
chr15	31531570	31531670	-437	Marchf6	+	17.90	12.57	30.33	1.42	1.69
chr15	31568932	31569032	3	Cmbl	+	22.85	12.53	24.93	1.83	-1.09
chr15	31602255	31602439	85	Atpsckmt	+	17.90	18.60	21.88	-1.04	1.22
chr15	31602531	31602631	319	Atpsckmt	+	10.95	18.08	15.93	-1.66	1.45
chr15	31602715	31602815	503	Atpsckmt	+	9.95	11.96	18.48	-1.21	-1.86
chr15	34082880	34082980	65	Mtdh	+	5.45	16.65	19.32	-3.03	3.54
chr15	34237999	34238106	-120	Laptm4b	+	25.85	23.13	38.68	1.12	1.5
chr15	34238167	34238267	45	Laptm4b	+	12.45	11.04	14.94	1.12	1.2
chr15	34443326	34443465	-24	Rpl30	+	9.20	4.87	12.08	1.89	-1.31
chr15	34443940	34444056	-576	Rpl30	+	16.65	11.89	17.15	1.4	-1.03
chr15	34678878	34679019	-96	Nipal2	+	21.10	30.89	23.74	-1.46	-1.13
chr15	34679153	34679253	-351	Nipal2	+	18.85	13.24	34.21	1.42	-1.82
chr15	34837865	34837965	-280	Kcns2	+	7.95	7.10	9.01	1.12	-1.13
chr15	36140512	36140667	-43	Rgs22	+	23.35	21.64	30.31	1.08	1.3
chr15	36173780	36173934	-299	Polr2k	+	21.60	14.73	27.85	1.47	-1.29
chr15	36179269	36179379	319	Spag1	+	10.45	3.36	11.50	3.11	-1.1
chr15	36179532	36179632	-94	Spag1	+	16.40	20.63	19.38	-1.26	1.18
chr15	36283350	36283450	-107	Rnf19a	+	7.95	9.56	15.90	-1.2	2
chr15	36609981	36610081	-814	Pabpc1	+	19.35	7.25	27.82	2.68	-1.44
chr15	36794616	36794852	48	Ywhaz	+	48.40	34.78	51.05	1.39	-1.05
chr15	37008151	37008473	-666	Zfp706	+	65.30	46.77	79.15	1.4	-1.21
chr15	37432992	37433161	-168	Gm15941	+	36.45	31.78	80.03	1.15	-2.2
chr15	37458766	37458866	-61	Ncald	+	19.60	18.19	30.35	1.08	-1.55
chr15	37792380	37792519	-117	Ncald	+	23.85	25.66	30.81	-1.07	1.29
chr15	38301734	38301834	-829	Klf10	+	13.40	10.58	15.39	1.27	1.15
chr15	38520117	38520238	-667	Azin1	+	29.35	14.57	29.35	2.01	-1
chr15	38740554	38740654	-91	Baalc	+	19.40	25.63	25.87	-1.32	1.33
chr15	38975715	38975815	346	Slc25a32	+	15.65	9.05	19.56	1.73	-1.25
chr15	38975845	38975945	216	Slc25a32	+	24.85	14.04	35.76	1.77	-1.44
chr15	38976184	38976284	-35	Dcaf13	+	2.00	3.00	2.50	-1.52	1.25
chr15	39807706	39807811	-368	Lrp12	+	34.30	33.70	35.79	1.02	1.04
chr15	39807995	39808095	-655	Lrp12	+	16.90	22.63	30.32	-1.34	1.79
chr15	40517784	40517884	-604	Zfpm2	+	16.40	14.09	18.88	1.17	1.15
chr15	40518245	40518345	-143	Zfpm2	+	19.40	28.15	26.36	-1.45	1.36
chr15	41310085	41310185	-743	Oxr1	+	41.25	22.13	45.62	1.87	1.11
chr15	41310235	41310385	-568	Oxr1	+	37.30	35.69	55.60	1.04	1.49
chr15	41310496	41310596	-332	Oxr1	+	34.80	31.18	39.67	1.12	1.14
chr15	41311561	41311661	733	Oxr1	+	33.80	27.26	34.81	1.24	-1.03
chr15	43146090	43146190	-8	Eif3e	+	4.45	7.59	6.92	-1.69	1.55
chr15	43340723	43341005	239	Emc2	+	41.75	33.20	58.55	1.26	1.4
chr15	44059297	44059397	-184	Trhr	+	9.90	12.28	20.56	-1.24	-2.08
chr15	44291284	44291456	-137	Eny2	+	2.00	7.00	14.50	-3.54	7.24
chr15	44291481	44291581	24	Eny2	+	22.35	15.70	26.71	1.42	-1.2
chr15	44482154	44482254	-419	Ebag9	+	30.85	32.16	45.18	-1.04	1.47
chr15	44482383	44482594	-135	Ebag9	+	8.20	8.29	11.13	-1.01	-1.36
chr15	44650500	44650600	-609	2310069G16Rik	+	30.30	9.29	35.71	3.26	-1.18
chr15	44650611	44650729	-489	2310069G16Rik	+	37.30	17.09	42.17	2.18	1.13
chr15	44650931	44651031	-178	2310069G16Rik	+	26.10	19.43	26.60	1.34	-1.02
chr15	44651495	44651595	-86	Sybu	+	21.40	9.82	22.42	2.18	-1.05
chr15	44651722	44651905	-354	Sybu	+	23.85	24.66	35.28	-1.03	1.48
chr15	50753983	50754083	-596	Trps1	+	27.35	37.71	36.80	-1.38	1.34
chr15	51728838	51729013	-68	Eif3h	+	9.45	3.18	16.20	2.97	-1.72
chr15	51729041	51729141	-234	Eif3h	+	16.90	7.91	25.66	2.13	-1.52
chr15	51729186	51729286	-379	Eif3h	+	27.85	18.27	28.86	1.52	-1.04
chr15	51740388	51740576	-355	Utp23	+	25.85	16.60	28.83	1.56	1.11
chr15	51740710	51740810	-77	Utp23	+	12.90	5.48	19.04	2.36	-1.48
chr15	51903373	51903473	-80	Aard	+	14.15	8.59	22.51	1.65	-1.59
chr15	52575763	52575863	-28	Med30	+	15.40	10.57	19.87	1.46	1.29
chr15	53210219	53210379	-720	Ext1	+	23.85	26.40	29.40	-1.11	-1.23
chr15	53765684	53766008	-14	Samd12	+	53.20	49.28	98.35	1.08	1.85
chr15	54141734	54141834	96	Tnfrsf11b	+	17.90	18.10	18.89	-1.01	1.05
chr15	54141959	54142078	-138	Tnfrsf11b	+	29.35	19.60	33.33	1.5	1.13
chr15	54142115	54142215	-285	Tnfrsf11b	+	18.90	21.11	30.84	-1.12	1.63
chr15	54784332	54784581	-914	Enpp2	+	65.80	58.64	67.41	1.12	-1.02
chr15	54815729	54815880	-540	Gm26684	+	48.25	46.74	52.13	1.03	1.08
chr15	54935589	54935761	-127	Taf2	+	12.65	18.01	21.31	-1.42	-1.69
chr15	54935783	54935883	-285	Taf2	+	20.35	28.42	24.75	-1.39	-1.22
chr15	54954274	54954424	-462	Dscc1	+	13.90	5.72	18.53	2.43	-1.34
chr15	55420760	55420890	21	Mtbp	+	8.95	9.05	13.92	-1.01	1.55
chr15	57755912	57756043	-163	Derl1	+	5.95	6.65	22.61	-1.12	-3.8
chr15	57897639	57897767	-13	9130401M01Rik	+	10.45	7.03	13.93	1.48	-1.34
chr15	57939797	57939897	57	Zhx1	+	26.35	15.27	35.72	1.72	-1.36
chr15	57940123	57940223	-269	Zhx1	+	15.90	15.60	19.38	1.02	1.22
chr15	57940371	57940471	-517	Zhx1	+	19.40	23.12	22.38	-1.19	1.15
chr15	58078712	58078924	-530	Fbxo32	+	37.80	51.27	42.18	-1.36	1.12
chr15	58187604	58187704	-89	Klhl38	+	18.15	6.66	27.54	2.72	-1.52
chr15	58287180	58287280	-87	Fam91a1	+	9.95	9.57	11.00	1.04	-1.11
chr15	58695783	58695883	-557	Tmem65	+	27.85	31.00	31.00	-1.11	-1.11
chr15	58695884	58696008	-670	Tmem65	+	29.10	33.80	30.63	-1.16	-1.05
chr15	58760254	58760372	-765	Rnf139	+	25.85	22.63	28.34	1.14	1.09
chr15	58805617	58805717	17	Ndufb9	+	12.15	9.48	30.38	1.28	-2.5
chr15	58805821	58805921	221	Ndufb9	+	24.35	19.83	41.94	1.23	-1.72
chr15	59178230	59178330	-517	Zfp572	+	10.45	14.07	12.94	-1.35	1.24
chr15	59178369	59178469	-378	Zfp572	+	12.95	9.03	14.94	1.43	1.15
chr15	59178480	59178703	-206	Zfp572	+	28.35	16.09	30.34	1.76	1.07
chr15	59186285	59186385	-606	Sqle	+	14.90	18.63	19.87	-1.25	1.33
chr15	59245861	59245963	124	Washc5	+	11.45	16.07	20.41	-1.41	1.78
chr15	59246131	59246231	91	Nsmce2	+	5.20	7.03	13.00	-1.35	-2.5
chr15	59667563	59667663	-805	Gm19510	+	16.90	15.09	31.81	1.12	1.88
chr15	60694837	60694937	73	9930014A18Rik	+	13.40	11.08	20.35	1.21	1.52
chr15	61909811	61909911	26	Pvt1	+	29.05	16.55	35.08	1.76	-1.21
chr15	63870287	63870387	-422	Cyrib	+	37.55	33.95	38.05	1.11	-1.01
chr15	63870450	63870550	-585	Cyrib	+	21.40	22.61	22.40	-1.06	1.05
chr15	63870619	63870719	-754	Cyrib	+	14.65	19.47	17.36	-1.33	-1.19
chr15	63932286	63932386	-39	Cyrib	+	6.95	4.55	10.74	1.53	-1.55
chr15	64254950	64255132	-273	Asap1	+	37.80	27.14	40.68	1.39	1.08
chr15	64255156	64255256	-438	Asap1	+	31.05	16.44	33.64	1.89	-1.08
chr15	66159193	66159293	-765	Kcnq3	+	21.35	21.18	32.65	1.01	-1.53
chr15	66372836	66372936	-127	Dnaaf11	+	16.90	10.92	19.01	1.55	-1.13
chr15	66372997	66373097	-288	Dnaaf11	+	14.35	5.82	49.67	2.47	-3.47
chr15	66432804	66432904	41	Tmem71	+	12.90	9.35	15.05	1.38	-1.17
chr15	66449253	66449353	-118	Phf20l1	+	14.15	3.79	20.92	3.74	-1.48
chr15	67048910	67049010	-229	St3gal1	+	12.45	20.08	16.43	-1.62	1.32
chr15	68131079	68131179	-424	Zfat	+	10.65	11.46	30.98	-1.07	-2.91
chr15	68213048	68213148	40	Mir30d	+	14.40	14.60	24.33	-1.01	1.69
chr15	68799567	68799765	-603	Khdrbs3	+	37.00	30.69	54.88	1.21	-1.49
chr15	68799796	68799980	-381	Khdrbs3	+	45.20	42.82	50.57	1.05	-1.12
chr15	71599790	71599890	-153	Fam135b	+	19.90	11.06	23.38	1.8	1.17
chr15	72933449	72933549	-446	Trappc9	+	9.45	3.47	12.99	2.72	-1.38
chr15	73295361	73295461	-371	Ptk2	+	13.40	18.14	19.36	-1.35	1.44
chr15	73295465	73295565	-475	Ptk2	+	22.35	19.00	27.94	1.18	-1.25
chr15	73383553	73383653	-806	Dennd3	+	10.70	20.65	12.31	-1.93	-1.15
chr15	73383785	73383885	-574	Dennd3	+	7.95	8.05	14.41	-1.01	1.81
chr15	73619597	73619748	-203	Ptp4a3	+	33.30	37.73	49.11	-1.13	1.48
chr15	73619772	73619872	-53	Ptp4a3	+	28.35	19.60	33.32	1.45	1.17
chr15	73711654	73711754	-184	Mroh5	+	15.90	10.44	26.50	1.52	-1.67
chr15	74359531	74359631	-86	Gm32168	+	7.45	3.77	11.18	1.98	-1.5
chr15	74359786	74359975	-385	Gm32168	+	22.10	28.87	22.60	-1.3	-1.02
chr15	74544859	74544959	-490	Arc	+	13.40	15.81	26.80	-1.18	-2
chr15	74581222	74581322	-101	Jrk	+	20.35	14.94	33.48	1.36	-1.65
chr15	74581390	74581587	-317	Jrk	+	29.35	37.19	29.35	-1.27	-1
chr15	75439144	75439244	-163	Ly6h	+	15.40	22.14	28.32	-1.44	1.84
chr15	75487821	75487942	-652	Zfp41	+	25.35	22.13	32.31	1.15	1.27
chr15	75550832	75551001	-267	Top1mt	+	15.90	25.16	25.84	-1.58	1.62
chr15	75713777	75713877	-70	Zc3h3	+	3.50	3.00	3.50	1.15	-1
chr15	75781129	75781229	14	Eef1d	+	21.90	26.12	22.40	-1.2	1.02
chr15	75782166	75782266	632	Tigd5	+	10.95	10.05	11.95	1.09	1.09
chr15	75801601	75801745	-6	Gfus	+	3.50	6.50	7.00	-1.88	2
chr15	75840962	75841062	40	Zfp707	+	8.45	8.05	9.44	1.05	1.12
chr15	76084044	76084144	-59	Plec	+	18.15	13.39	18.65	1.35	-1.03
chr15	76116029	76116129	-501	Plec	+	15.15	12.89	25.03	1.17	-1.65
chr15	76116287	76116387	-759	Plec	+	8.45	15.09	19.39	-1.78	2.29
chr15	76116491	76116591	-963	Plec	+	14.40	13.59	15.39	1.06	1.07
chr15	76131383	76131495	432	Grina	+	24.85	43.26	34.79	-1.74	1.4
chr15	76131542	76131680	604	Grina	+	23.85	30.19	25.34	-1.26	1.06
chr15	76191369	76191469	70	Oplah	+	17.90	22.12	17.90	-1.24	-1
chr15	76191479	76191678	-89	Oplah	+	20.40	16.08	25.38	1.27	1.24
chr15	76191751	76191851	-312	Oplah	+	19.85	6.43	33.08	3.09	-1.67
chr15	76211562	76211662	15	Exosc4	+	3.00	5.00	5.50	-1.69	1.83
chr15	76227604	76227732	-55	Cyc1	+	6.95	4.53	17.38	1.54	2.5
chr15	76235365	76235519	-52	Maf1	+	7.95	11.07	13.42	-1.39	1.69
chr15	76235713	76235813	269	Maf1	+	28.35	19.10	30.34	1.48	1.07
chr15	76252431	76252531	-617	Hgh1	+	5.95	9.08	10.41	-1.52	1.75
chr15	76252943	76253070	-92	Hgh1	+	6.45	7.56	7.94	-1.17	1.23
chr15	76361908	76362008	396	Hsf1	+	8.95	18.60	11.93	-2.08	1.33
chr15	76396563	76396663	-419	Dgat1	+	13.40	6.60	42.26	2.03	-3.16
chr15	76422944	76423044	-36	Slc52a2	+	4.00	5.00	9.50	-1.26	2.37
chr15	76510858	76510958	-624	Vps28	+	11.45	8.54	14.93	1.34	1.3
chr15	76524205	76524305	-126	Tonsl	+	3.50	11.50	11.50	-3.32	3.28
chr15	76524369	76524469	-290	Tonsl	+	10.45	13.06	11.94	-1.25	1.14
chr15	76543602	76543702	284	Tmem276	+	10.95	5.53	24.89	1.98	2.27
chr15	76544753	76544853	22	Kifc2	+	6.45	6.53	10.32	-1.01	-1.6
chr15	76555333	76555433	-460	Ppp1r16a	+	15.90	6.42	26.50	2.47	-1.67
chr15	76555467	76555567	-326	Ppp1r16a	+	24.60	14.02	41.22	1.75	-1.68
chr15	76608797	76608897	-802	C030006K11Rik	+	7.45	31.21	19.87	-4.18	2.66
chr15	76755772	76755872	-187	Zfp251	+	9.95	11.78	13.46	-1.19	-1.35
chr15	76783349	76783449	-742	Commd5	+	11.45	11.55	16.43	-1.01	1.43
chr15	76783478	76783578	-613	Commd5	+	9.45	11.56	16.91	-1.22	1.79
chr15	76809556	76809816	-38	Zfp647	+	19.90	24.62	31.34	-1.24	1.57
chr15	77841044	77841144	-172	Foxred2	+	3.50	5.50	7.50	-1.59	2.14
chr15	77854974	77855351	-138	Eif3d	+	25.35	33.70	27.84	-1.33	1.1
chr15	78088376	78088476	11	Pvalb	+	6.70	8.38	11.39	-1.25	-1.7
chr15	78429069	78429169	-574	Sstr3	+	18.90	20.61	22.38	-1.09	1.18
chr15	78760580	78760680	-760	Gga1	+	12.95	19.58	13.95	-1.52	1.08
chr15	78810291	78810391	-584	Lgals1	+	11.95	6.53	13.44	1.83	1.12
chr15	78959384	78959484	11	Eif3l	+	8.95	5.03	10.44	1.78	1.17
chr15	78992420	78992520	-713	Micall1	+	17.65	12.61	24.12	1.4	-1.37
chr15	78993061	78993161	-72	Micall1	+	18.65	12.72	21.31	1.46	-1.14
chr15	79025030	79025223	325	1700088E04Rik	+	24.85	19.54	29.17	1.27	-1.18
chr15	79025383	79025483	18	1700088E04Rik	+	7.70	5.32	12.19	1.45	-1.59
chr15	79287990	79288090	-537	Tmem184b	+	12.95	16.06	18.43	-1.24	1.42
chr15	79326133	79326233	75	Csnk1e	+	3.95	2.56	8.69	1.55	-2.2
chr15	79430884	79430984	8	Ddx17	+	2.25	1.93	7.88	1.15	-3.5
chr15	79431268	79431438	-411	Ddx17	+	28.60	24.49	30.13	1.17	-1.05
chr15	79542763	79543037	257	Fam227a	+	29.35	35.68	34.32	-1.22	1.17
chr15	79543158	79543258	-51	Fam227a	+	29.85	23.62	30.85	1.26	1.03
chr15	79543268	79543440	-74	Cby1	+	31.30	27.17	31.80	1.15	1.01
chr15	79572701	79572801	-678	Josd1	+	11.45	19.59	12.45	-1.71	1.09
chr15	79626130	79626230	557	Sun2	+	10.20	14.97	11.81	-1.47	-1.16
chr15	79718940	79719073	-472	Npcd	+	21.10	18.13	24.89	1.17	-1.18
chr15	79966983	79967083	74	Snord43	+	12.15	5.10	17.62	2.39	-1.45
chr15	79967886	79967986	-329	Rpl3	+	8.95	11.56	19.89	-1.29	2.22
chr15	79968010	79968110	-453	Rpl3	+	13.15	12.85	13.66	1.03	-1.04
chr15	79975009	79975109	-476	Syngr1	+	19.40	29.65	21.89	-1.53	1.13
chr15	79976518	79976618	-533	Gm31134	+	16.40	15.09	22.86	1.09	1.39
chr15	80057225	80057325	-647	Mgat3	+	26.80	12.22	51.43	2.19	-1.92
chr15	80057418	80057518	-454	Mgat3	+	19.40	16.59	19.40	1.17	-1
chr15	80117830	80117930	-401	Mief1	+	16.40	12.22	28.70	1.34	-1.75
chr15	80118164	80118264	-67	Mief1	+	5.20	4.90	10.40	1.06	-2
chr15	80138805	80138916	-525	Atf4	+	23.85	18.62	23.85	1.28	-1
chr15	80139010	80139110	-325	Atf4	+	22.35	21.14	24.34	1.06	1.09
chr15	80990036	80990136	-838	Mrtfa	+	7.95	14.09	13.91	-1.77	1.75
chr15	81075158	81075258	154	4930483J18Rik	+	3.00	3.50	5.00	-1.18	1.66
chr15	81075385	81075566	421	4930483J18Rik	+	31.80	30.82	40.89	1.03	-1.29
chr15	81119411	81119511	-239	Mchr1	+	13.15	9.88	25.57	1.33	-1.95
chr15	81245563	81245663	-647	Slc25a17	+	11.90	10.11	21.70	1.18	-1.83
chr15	81283530	81283630	315	St13	+	12.95	11.54	20.42	1.12	1.57
chr15	81283636	81283736	209	St13	+	12.95	12.05	19.92	1.07	1.54
chr15	81283855	81283955	-10	St13	+	12.15	9.59	14.91	1.27	-1.23
chr15	81349926	81350204	-452	Rbx1	+	27.30	21.44	42.54	1.27	-1.56
chr15	81469908	81470008	-457	Ep300	+	14.90	18.95	20.86	-1.27	-1.4
chr15	81742991	81743091	-514	Tob2	+	16.65	10.59	18.21	1.57	-1.1
chr15	81756839	81757038	274	Aco2	+	34.80	28.16	35.79	1.24	1.03
chr15	81820519	81820619	-391	Csdc2	+	20.85	27.27	27.80	-1.31	-1.34
chr15	81899760	81899860	611	Desi1	+	23.85	7.75	33.39	3.08	-1.4
chr15	81899912	81900012	459	Desi1	+	17.15	14.45	18.71	1.19	-1.09
chr15	82011759	82011859	-314	Ccdc134	+	9.95	19.60	12.94	-1.97	1.3
chr15	82011862	82011962	-211	Ccdc134	+	10.45	15.07	12.44	-1.44	1.19
chr15	82030497	82030638	-903	Srebf2	+	24.85	28.17	40.16	-1.13	1.62
chr15	82030698	82030798	-722	Srebf2	+	25.85	20.62	32.31	1.25	1.25
chr15	82108532	82108632	-1	Tnfrsf13c	+	12.15	14.97	16.20	-1.23	-1.34
chr15	82108681	82108781	-150	Tnfrsf13c	+	11.95	11.08	12.99	1.07	-1.09
chr15	82223087	82223193	-113	Naga	+	8.70	6.84	9.21	1.27	-1.06
chr15	82238447	82238643	-53	Ndufa6	+	7.20	4.71	10.20	1.53	-1.42
chr15	82239042	82239142	-600	Ndufa6	+	13.15	11.78	25.57	1.12	-1.95
chr15	82264589	82264689	-178	Cyp2d22	+	4.45	14.16	8.41	-3.15	1.89
chr15	82796404	82796504	-119	Tcf20	+	10.95	8.54	17.92	1.28	1.63
chr15	83006918	83007018	34	Rrp7a	+	5.45	4.62	6.54	1.19	-1.2
chr15	83033489	83033589	40	Poldip3	+	4.45	3.77	8.90	1.19	-2
chr15	83033959	83034059	163	Rnu12	+	13.40	9.57	16.38	1.41	1.22
chr15	83034070	83034170	274	Rnu12	+	9.45	15.08	11.94	-1.6	1.26
chr15	83056537	83056675	-222	Cyb5r3	+	21.85	18.96	27.45	1.15	-1.26
chr15	83056873	83056973	-539	Cyb5r3	+	29.85	25.28	31.91	1.18	-1.07
chr15	83056985	83057168	-692	Cyb5r3	+	26.35	22.13	38.68	1.19	1.47
chr15	83234506	83234606	-108	Arfgap3	+	5.45	13.12	6.44	-2.39	1.18
chr15	83439888	83439988	-26	Mcat	+	4.45	6.07	6.43	-1.35	1.44
chr15	83447800	83447900	76	Tspo	+	9.90	2.19	39.60	4.52	-4.01
chr15	83609567	83609667	-377	Scube1	+	8.45	9.56	10.94	-1.13	1.29
chr15	83990245	83990407	-371	Sult4a1	+	18.90	24.63	23.87	-1.3	1.26
chr15	84052093	84052193	126	Pnpla3	+	10.20	13.87	13.03	-1.36	-1.28
chr15	84052265	84052365	-156	Mir6392	+	14.40	19.64	20.86	-1.36	1.45
chr15	84052461	84052573	46	Mir6392	+	21.90	20.09	25.38	1.09	1.16
chr15	84075967	84076067	-424	Samm50	+	12.95	13.55	13.95	-1.05	1.08
chr15	84076366	84076489	-14	Samm50	+	13.15	4.43	27.85	2.97	-2.12
chr15	84115708	84115808	-486	Parvb	+	14.40	15.61	28.80	-1.08	2
chr15	84115824	84115924	-370	Parvb	+	18.90	22.62	31.83	-1.2	1.68
chr15	84115976	84116267	-123	Parvb	+	43.95	59.55	49.89	-1.36	-1.13
chr15	84441926	84442026	48	Rtl6	+	8.45	25.15	20.38	-2.97	2.41
chr15	84442054	84442154	-80	Rtl6	+	4.95	15.66	15.35	-3.14	3.1
chr15	84806962	84807075	-611	Nup50	+	15.40	8.90	19.96	1.73	-1.3
chr15	85695739	85695936	61	Cdpf1	+	16.15	16.84	16.65	-1.04	-1.03
chr15	85705802	85705949	59	Pkdrej	+	19.60	19.85	30.35	-1.01	-1.55
chr15	85706032	85706142	-153	Pkdrej	+	13.90	17.63	15.89	-1.26	1.14
chr15	85706180	85706280	-296	Pkdrej	+	11.95	22.09	17.93	-1.85	1.5
chr15	85716519	85716619	64	Ttc38	+	12.40	13.05	14.56	-1.05	-1.18
chr15	85743156	85743256	-702	Gtse1	+	5.45	7.57	14.86	-1.38	2.72
chr15	85743263	85743363	-595	Gtse1	+	11.95	4.02	22.90	2.97	1.91
chr15	85743526	85743643	-324	Gtse1	+	16.40	32.20	31.81	-1.96	1.94
chr15	86070271	86070416	-1	Cerk	+	45.25	29.16	51.61	1.55	1.14
chr15	86070632	86070732	-340	Cerk	+	23.35	34.72	26.33	-1.48	1.13
chr15	86161787	86161887	-39	Tbc1d22a	+	12.95	17.57	23.91	-1.36	1.84
chr15	88618681	88618781	-309	Brd1	+	15.40	7.05	22.85	2.19	1.48
chr15	88703202	88703302	269	Alg12	+	13.90	9.07	17.38	1.54	1.25
chr15	88943314	88943482	-531	Panx2	+	23.85	24.15	25.84	-1.01	1.08
chr15	88959345	88959445	662	1810021B22Rik	+	17.90	28.66	20.88	-1.6	1.17
chr15	88959457	88959784	437	1810021B22Rik	+	46.25	57.81	47.15	-1.25	1.02
chr15	88973081	88973294	-54	Selenoo	+	16.15	4.89	25.84	3.3	-1.6
chr15	89012846	89012946	7	Hdac10	+	25.85	32.19	30.32	-1.24	1.17
chr15	89013022	89013180	-198	Hdac10	+	29.85	37.19	36.82	-1.25	1.23
chr15	89024794	89024894	62	Mapk12	+	11.95	14.06	18.92	-1.18	1.58
chr15	89081024	89081124	-397	Dennd6b	+	30.35	29.65	33.83	1.02	1.11
chr15	89081217	89081317	-590	Dennd6b	+	21.90	24.61	29.86	-1.13	1.36
chr15	89359948	89360048	-457	C230037L18Rik	+	13.40	16.12	33.75	-1.2	2.52
chr15	89360383	89360483	-22	C230037L18Rik	+	16.40	15.66	19.68	1.05	-1.2
chr15	89476240	89476340	-164	Rabl2	+	12.45	12.55	15.94	-1.01	1.28
